Company_IRI;Company Name;Industry_IRI;Industry;Address_IRI;Full Address;Street_IRI;Street;Norm_Street_IRI;Normalized Street;House Number;Part of House;House Floor;Building_IRI;Building;BuildPart_IRI;BuildingPart;BuildPartFloor_IRI;BuildingPartFloor;Owner_Address_IRI;Full Owner Address;Owner_Street_IRI;Owner Street;Norm_Owner_Street_IRI;Normalized Owner Street;Owner Number;Street_Coordinates
company_1623;Haas G.;industry_47;Fabrik;address_17017;Maicngasse 5;street_182;Maicngasse;street_183;Maiengasse;5;Vorderhaus;4.0;;;;;;;address_16205;;;;;;;
company_1703;Mongole H.;industry_47;Fabrik;address_17060;Gibitzenhofstraße 1;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;1;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_1766;Pilipp. Oekonom  König F. Drahtfabri kanten;industry_47;Fabrik;address_17104;Neudörferstraße 56;street_201;Neudörferstraße;;;56;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1780;Gebr Decker Eisengießerei;industry_47;Fabrik;address_17111;Ostcndstraße 65;street_210;Ostcndstraße;;;65;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-273.jpg, HEIGHT:54.0, WIDTH:288.0, VPOS:3339.0, HPOS:2009.0
company_1810;Rießner C. Co Ofenfabriken;industry_47;Fabrik;address_17133;Ottostraße 3;street_211;Ottostraße;street_211;Ottostraße;3;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_2105;Schütz, Alb. Or.;industry_47;Fabrik;address_17269;Schillorplatz 22;street_233;Schillorplatz;;;22;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2149;Schuckort Sigm. Kommerzienrat Gründer der Schuckertschen;industry_47;Fabrik;address_17307;Schopenhauerstraße 6;street_236;Schopenhauerstraße;;;6;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2272;Bing -Gebäude;industry_47;Fabrik;address_17368;Sperberstraße 49;street_246;Sperberstraße;;;49;Vorderhaus;;;;;;;;address_17375;Blumenstraße 6;street_30;Blumenstraße;;;6.0;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2300;H-chr Klüppel B. Brasilrollen-;industry_47;Fabrik;address_17367;Sperberstraße 47;street_246;Sperberstraße;;;47;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2487;Meyer.;industry_47;Fabrik;address_17461;Troststraße 35;street_257;Troststraße;street_258;Ernststraße;35;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1645;Tauber Gebr.;industry_470;Bangeschäft;address_17030;Pfannenschmiedsgasse 39;street_189;Pfannenschmiedsgasse;street_189;Pfannenschmiedsgasse;39;Vorderhaus;;;;;;;;address_17030;Pfannenschmiedsgasse 39;street_189;Pfannenschmiedsgasse;street_189;Pfannenschmiedsgasse;39.0;Page:F_23_92.jpg\F_23_92-090.jpg, HEIGHT:56.0, WIDTH:517.0, VPOS:3612.0, HPOS:1420.0
company_1646;Boß J-G. Lebkuchen- Konditvreiwaren;industry_471;Boubonsfabrik;address_17031;Pfannenschmiedsgasse 171;street_189;Pfannenschmiedsgasse;street_189;Pfannenschmiedsgasse;171;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-090.jpg, HEIGHT:56.0, WIDTH:517.0, VPOS:3612.0, HPOS:1420.0
company_1652;Neubauer K. Wurstwareuhandlung;industry_472;Wurstwareuhandlung;address_17035;Pfannenschmiedsgasse 28;street_189;Pfannenschmiedsgasse;street_189;Pfannenschmiedsgasse;28;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-090.jpg, HEIGHT:56.0, WIDTH:517.0, VPOS:3612.0, HPOS:1420.0
company_1667;HHZopfy Popp;industry_473;Buntpapierfabrik;address_17043;Marimilianstraße 15;street_192;Marimilianstraße;street_193;Maximilianstraße;15;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1672;Kgl bayer. Militärärar;industry_474;Kohlenlager;address_17047;Marimilianstraße 7;street_192;Marimilianstraße;street_193;Maximilianstraße;7;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1687;Müller.;industry_475;Motor- und Fahrradhandlung;address_17059;Gibitzenhofstraße 57;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;57;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_1690;Boettcher.;industry_476;Steindrnckwalzenfabrik;address_17052;Gibitzenhofstraße 16;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;16;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_1693;Bürger J.;industry_477;Metallschlager;address_17053;Gibitzenhofstraße 20;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;20;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_1697;Silbermann Beckert u. techn. Bedarfsartikel (s-Lokal);industry_478;Holzriemenscheibenfabrik;address_17062;Gibitzenhofstraße 53;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;53;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_2245;Raum. G. Ledertreibriemen- und amerikanische;industry_478;Holzriemenscheibenfabrik;address_17367;Sperberstraße 47;street_246;Sperberstraße;;;47;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_1723;Dauziger Betten;industry_479;Ausstattilngsgeschäft;address_17080;Aünchener Straße 0;street_200;Aünchener Straße;;;0;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2703;Deutsche Reichsbank;industry_48;Reichsbank;address_16257;Augustinerstraße 7;street_21;Augustinerstraße;street_21;Augustinerstraße;7;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1724;vvrm. Joh.;industry_480;Bleistiftfabrik;address_17081;Aünchener Straße 24;street_200;Aünchener Straße;;;24;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2026;Ztaedtler. S. (Fabrikgebäude);industry_480;Bleistiftfabrik;address_17233;Noritzerstraße 9;street_228;Noritzerstraße;;;9;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2068;vorm. Joh.;industry_480;Bleistiftfabrik;address_17264;Noritzerstraße 35;street_228;Noritzerstraße;;;35;Vorderhaus;;;;;;;;address_17243;Noritzerstraße 37;street_228;Noritzerstraße;;;37.0;
company_2424;Hutzeliueyer K. Vorstand der vorm. Faber;industry_480;Bleistiftfabrik;address_17435;Tcllstraße 380;street_253;Tcllstraße;street_245;Willstraße;380;Vorderhaus;1.0;;;;;;;address_17435;Tcllstraße 380;street_253;Tcllstraße;street_245;Willstraße;380.0;
company_2764;vorm. Bleistiftfabrik;industry_480;Bleistiftfabrik;address_17625;Areuzgasse 13;street_163;Areuzgasse;;;13;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2765;vorm. Bleistiftfabrik;industry_480;Bleistiftfabrik;address_17625;Areuzgasse 13;street_163;Areuzgasse;;;13;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1725;Brüder Getreidelt;industry_481;Kominissionsgeschäft;address_17081;Aünchener Straße 24;street_200;Aünchener Straße;;;24;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_1726;Herrmann G.;industry_482;Bronzefarbenfabrik;address_17082;Neudörferstraße 5;street_201;Neudörferstraße;;;5;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_2024;Heumann Co.;industry_482;Bronzefarbenfabrik;address_17252;Noritzerstraße 16;street_228;Noritzerstraße;;;16;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2663;Kraft. Co. und Metallhammerwerk;industry_482;Bronzefarbenfabrik;address_17570;Wünzelbürgstraße 30;street_276;Wünzelbürgstraße;;;30;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1731;Wagner A.;industry_483;Trödlergeschäft;address_17086;Neudörferstraße 39;street_201;Neudörferstraße;;;39;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1732;Heinrich P.;industry_484;Uhrenhdlg.;address_17087;Neudörferstraße 42;street_201;Neudörferstraße;;;42;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1744;Villeroy (Lagerhalle);industry_485;Buch Firma;address_17094;Neudörferstraße 41;street_201;Neudörferstraße;;;41;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1763;Näpflein B. Kleidermacherin;industry_486;Kinderwagenfabrik;address_17102;Neudörferstraße 20;street_201;Neudörferstraße;;;20;Vorderhaus;3.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1764;Grosch Falkenstorfer;industry_487;Kolonialwaren- und Mineralwasserhandlung;address_17102;Neudörferstraße 20;street_201;Neudörferstraße;;;20;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1781;Gähn Bromig;industry_488;Kaufl.;address_17112;Ostcndstraße 173;street_210;Ostcndstraße;;;173;Vorderhaus;;;;;;;;address_17113;Ostendstraße 169;street_72;Ostendstraße;;;169.0;Page:F_23_92.jpg\F_23_92-273.jpg, HEIGHT:54.0, WIDTH:288.0, VPOS:3339.0, HPOS:2009.0
company_2734;Braun F.;industry_488;Kaufl.;address_16512;Friedenstraße 20;street_90;Friedenstraße;;;20;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_1785;Kühleisen Ehr. Biktualienhandlung;industry_489;ktualienhandlung;address_17117;Ottostraße 12;street_211;Ottostraße;street_211;Ottostraße;12;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_103;Dietz C. F. Kolonialwarenhandlung en xros;industry_49;Kolonialwarenhandlung;address_16279;Augustinerstraße 9;street_21;Augustinerstraße;street_21;Augustinerstraße;9;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_318;Schwarz G. Kolonialwarenhandlung;industry_49;Kolonialwarenhandlung;address_16391;Breite Gasse 19;street_37;Breite Gasse;street_37;Breite Gasse;19;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;
company_763;HWelß A. Südfrüchten-und Kolonialwarenhandlung;industry_49;Kolonialwarenhandlung;address_16632;Haslerstraße 5;street_119;Haslerstraße;street_120;Hillerstraße;5;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1647;Backofen G. Kolonialwarenhandlung;industry_49;Kolonialwarenhandlung;address_17032;Pfannenschmiedsgasse 16;street_189;Pfannenschmiedsgasse;street_189;Pfannenschmiedsgasse;16;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-090.jpg, HEIGHT:56.0, WIDTH:517.0, VPOS:3612.0, HPOS:1420.0
company_1786;Hammerbacher G. Meta. Kunst- Schriften- und Wappenmaler;industry_490;schablonenfabrik;address_17117;Ottostraße 12;street_211;Ottostraße;street_211;Ottostraße;12;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1788;Eber Meier;industry_491;Kurzmarenhdlg.;address_17118;Ottostraße 15;street_211;Ottostraße;street_211;Ottostraße;15;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1796;Schlcrf Gebr.;industry_492;Produktengeschäft;address_17125;Ottostraße 7;street_211;Ottostraße;street_211;Ottostraße;7;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1798;Hack Ehr. ro;industry_493;Mehl- u. Produktenhandlung;address_17126;Ottostraße 18;street_211;Ottostraße;street_211;Ottostraße;18;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1801;Kolb B.;industry_494;Mkrualnhdlg.;address_17127;Ottostraße 277;street_211;Ottostraße;street_211;Ottostraße;277;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1804;Süppel K.;industry_495;Damenkonsektionsgeschäft;address_17130;Ottostraße 10;street_211;Ottostraße;street_211;Ottostraße;10;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1806;Humbser J.;industry_496;Braucreifirma;address_17121;Ottostraße 19;street_211;Ottostraße;street_211;Ottostraße;19;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1812;vorm. Gebr. Lederer;industry_497;Bierbraucreigesellschaft;address_17135;Ottostraße 44;street_211;Ottostraße;street_211;Ottostraße;44;Vorderhaus;;;;;;;;address_1802;Värenschanzstraße 48;street_40;Värenschanzstraße;street_41;Bärenschanzstraße;48.0;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1822;MH Zchmitt A. Apothek.;industry_498;Schwanenapotheke;address_17126;Ottostraße 18;street_211;Ottostraße;street_211;Ottostraße;18;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1825;Schmidt G. LKrauß u. Bettcngesch.;industry_499;Möbellager;address_17143;Ottostraße 40;street_211;Ottostraße;street_211;Ottostraße;40;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_2276;Hitz;industry_499;Möbellager;address_17349;Sperberstraße 23;street_246;Sperberstraße;;;23;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_7;Rottebaum Th.;industry_5;Fabrik;address_16210;Altcrstraße 24;street_0;Altcrstraße;;;24;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_74;NU Ngoldschlciaei;industry_5;Fabrik;address_16253;Aufjchplatz 3;street_20;Aufjchplatz;;;3;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-017.jpg, HEIGHT:72.0, WIDTH:301.0, VPOS:1946.0, HPOS:1976.0
company_137;Ber Masch.-Augsburg u. Masch.-Bau-Ges.;industry_5;Fabrik;address_16296;Bauvereinstraße 16;street_27;Bauvereinstraße;;;16;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_138;Ver Masch.-Augsburg u. Masch.-Bau-Ges.;industry_5;Fabrik;address_16297;Bauvereinstraße 18;street_27;Bauvereinstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_139;Ver Masch.-Augsburg u. Masch.-Bau-Ges.;industry_5;Fabrik;address_16297;Bauvereinstraße 18;street_27;Bauvereinstraße;;;18;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_327;Kury B.;industry_5;Fabrik;address_16394;Breite Gasse 15;street_37;Breite Gasse;street_37;Breite Gasse;15;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_418;Siebenhaar Chr. Arbeiter;industry_5;Fabrik;address_16459;Ernststraße 75;street_75;Ernststraße;street_76;Troststraße;75;Hinterhaus;1.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-073.jpg, HEIGHT:53.0, WIDTH:256.0, VPOS:1906.0, HPOS:2669.0
company_573;Jondorf G. Gasbrenner;industry_5;Fabrik;address_16533;Friedenstraße 40;street_90;Friedenstraße;;;40;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-253.jpg, HEIGHT:50.0, WIDTH:312.0, VPOS:4378.0, HPOS:2014.0
company_681;Huck A. Gostenhofer;industry_5;Fabrik;address_16589;Vioothcstraße 53;street_106;Vioothcstraße;;;53;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_863;Baumann,Meck Ernst für anzerkassenschränke und Tresorbau Perforieranst.;industry_5;Fabrik;address_16684;iWlhelm-Spaeth-Straße 12;street_132;iWlhelm-Spaeth-Straße;;;12;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_937;Weinzierl;industry_5;Fabrik;address_16725;Jahnstraße 144;street_141;Jahnstraße;street_142;Jahnstraße;144;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_1022;Lorz. G. von;industry_5;Fabrik;address_16754;Iudengasse 4;street_145;Iudengasse;street_146;Judengasse;4;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_1120;Mafch. Augsbq. u. Masch. Baugesellsch. Nürnb. (Fabrikneuanl. m. Pförtnh.);industry_5;Fabrik;address_16801;Karlsbrücke 98;street_153;Karlsbrücke;street_153;Karlsbrücke;98;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1170;Kornmarkt.;industry_5;Fabrik;address_16807;Karlsbrücke 19;street_153;Karlsbrücke;street_153;Karlsbrücke;19;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_1206;Sailermann;industry_5;Fabrik;address_16824;Kobeinerstraße 9;street_160;Kobeinerstraße;;;9;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1233;Oftermayr Glas Küchen Lüster Kunstgewerbc;industry_5;Fabrik;address_16817;Kobeinerstraße 33;street_160;Kobeinerstraße;;;33;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1236;H Elias Or. F. Co. chcniisch-pharina Zeulischer Präparate;industry_5;Fabrik;address_16817;Kobeinerstraße 33;street_160;Kobeinerstraße;;;33;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1336;Munck. Kaufinann;industry_5;Laden;address_16883;Labenwolfstraße 5;street_168;Labenwolfstraße;;;5;Vorderhaus;1.0;;;;;;;address_16884;Tuchergartenstraße 13;street_291;Tuchergartenstraße;;;13.0;Page:F_23_92.jpg\F_23_92-026.jpg, HEIGHT:58.0, WIDTH:383.0, VPOS:4159.0, HPOS:3594.0
company_1678;Drittler Erlanger elektrischer Isolierkörper;industry_5;Fabrik;address_17051;Gibitzenhofstraße 17;street_195;Gibitzenhofstraße;street_195;Gibitzenhofstraße;17;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-064.jpg, HEIGHT:52.0, WIDTH:406.0, VPOS:1354.0, HPOS:1427.0
company_1747;von Auematographen u. meüM;industry_5;Fabrik;address_17097;Neudörferstraße 6;street_201;Neudörferstraße;;;6;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-086.jpg, HEIGHT:54.0, WIDTH:375.0, VPOS:2240.0, HPOS:2963.0
company_1838;Rasp A. und Comptoir  u.;industry_5;Fabrik;address_17139;Ottostraße 6;street_211;Ottostraße;street_211;Ottostraße;6;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1902;Photochromobilder-hier;industry_5;Fabrik;address_17169;Pfründnerstraße 19;street_218;Pfründnerstraße;;;19;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1981;Taubmann J. Besitzer;industry_5;Fabrik;address_17230;Noritzerstraße 5;street_228;Noritzerstraße;;;5;Vorderhaus;0.0;;;;;;;address_16205;;;;;;;
company_2099;H Beer C. Ingenieur für Eisenkönftruktionen (Fabrikgebäude);industry_5;Fabrik;address_17272;Schillorplatz 45;street_233;Schillorplatz;;;45;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2201;H Abel-Klinger ErdOi loben- u. Spielwaren;industry_5;Fabrik;address_17344;Sielstraße 16;street_244;Sielstraße;street_245;Willstraße;16;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2204;Falk. opt. u. mech. Waren;industry_5;Fabrik;address_17345;Sielstraße 17;street_244;Sielstraße;street_245;Willstraße;17;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2205;Fischer H. Co. Blechspielw.;industry_5;Fabrik;address_17346;Sielstraße 21;street_244;Sielstraße;street_245;Willstraße;21;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2243;HM Retterspitz. Direktor;industry_5;Fabrik;address_17366;Sperberstraße 37;street_246;Sperberstraße;;;37;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-233.jpg, HEIGHT:56.0, WIDTH:312.0, VPOS:2350.0, HPOS:514.0
company_2499;Raum  n. chem.;industry_5;Fabrik;address_17443;Troststraße 8;street_257;Troststraße;street_258;Ernststraße;8;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2535;Seibert. Schablonen-;industry_5;Fabrik;address_17485;Wassergasse 7;street_268;Wassergasse;;;7;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2565;Speiser Co. Nachf. von Gold- und Silberbosützen;industry_5;Fabrik;address_17503;Wassergasse 67;street_268;Wassergasse;;;67;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2687;Beckert A.;industry_5;Fabrik;address_17585;Zufuhrstraße 6;street_277;Zufuhrstraße;;;6;Vorderhaus;2.0;;;;;;;address_17585;Zufuhrstraße 6;street_277;Zufuhrstraße;;;6.0;Page:F_23_92.jpg\F_23_92-426.jpg, HEIGHT:55.0, WIDTH:306.0, VPOS:3442.0, HPOS:3665.0
company_2704;Ber NIasch.-Augsburg und Nürnber;industry_5;Fabrik;address_16307;Bauvereinstraße 19;street_27;Bauvereinstraße;;;19;Vorderhaus;;;;;;;;address_16305;Bauvereinstraße 14;street_27;Bauvereinstraße;;;14.0;
company_107;Stern. Metallhandlung;industry_50;Metallhandlung;address_16261;Augustinerstraße 21;street_21;Augustinerstraße;street_21;Augustinerstraße;21;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_2040;Och Holl. Cie. Metallhandlung;industry_50;Metallhandlung;address_17231;Noritzerstraße 6;street_228;Noritzerstraße;;;6;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_2096;Gundel H. Mvbeltr Sptr.  Doenncweg Noelle Metallhandlung;industry_50;Metallhandlung;address_17270;Schillorplatz 8;street_233;Schillorplatz;;;8;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_1835;Langfritz Gebr. Stanz- und;industry_500;Werkzeuggeschäft;address_17141;Ottostraße 21;street_211;Ottostraße;street_211;Ottostraße;21;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1839;Aal A.;industry_501;Kurz- u. Spiclwarenhandlung;address_17139;Ottostraße 6;street_211;Ottostraße;street_211;Ottostraße;6;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1843;HSämann Gebr. Eisenu.;industry_502;Eisenwarenhdlg.;address_17154;Ottostraße 1;street_211;Ottostraße;street_211;Ottostraße;1;Vorderhaus;;;;;;;;address_16205;;;;;;;Page:F_23_92.jpg\F_23_92-006.jpg, HEIGHT:50.0, WIDTH:238.0, VPOS:756.0, HPOS:1394.0
company_1846;Peinsel.;industry_503;Stempelfabrik;address_17155;Pfälzerstraße 4;street_217;Pfälzerstraße;;;4;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1847;Geng K.;industry_504;Rosolifabrik;address_17155;Pfälzerstraße 4;street_217;Pfälzerstraße;;;4;Vorderhaus;2.0;;;;;;;address_16205;;;;;;;
company_1848;Obitsch K. Bürstenfabkt.;industry_505;Delikatessengeschäft;address_17155;Pfälzerstraße 4;street_217;Pfälzerstraße;;;4;Vorderhaus;5.0;;;;;;;address_16205;;;;;;;
company_1856;Vogel C.;industry_506;Seifen- und Kerzenhandlung;address_17161;Pfälzerstraße 3;street_217;Pfälzerstraße;;;3;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1865;Kraus.;industry_507;Maß- und Reparaturgeschäft;address_17167;Pfründnerstraße 8;street_218;Pfründnerstraße;;;8;Vorderhaus;1.0;;;;;;;address_16205;;;;;;;
company_1866;Finn. L.;industry_508;chuhwhdlg.;address_17168;Pfründnerstraße 13;street_218;Pfründnerstraße;;;13;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_1870;Büchner;industry_509;Gebrüder Firma;address_17172;Pfründnerstraße 60;street_218;Pfründnerstraße;;;60;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_109;Bayer Betonbaugef.;industry_51;G. m. b. H.;address_16261;Augustinerstraße 21;street_21;Augustinerstraße;street_21;Augustinerstraße;21;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_146;Verqt Silberhammeriverke;industry_51;G. m. b. H.;address_16304;Bauvereinstraße 7;street_27;Bauvereinstraße;;;7;Vorderhaus;;;;;;;;address_16205;;;;;;;
company_177;Verein Closetpapierfabriken;industry_51;G. m. b. H.;address_16295;Bauvereinstraße 20;street_27;Bauvereinstraße;;;20;Vorderhaus;;;;;;;;address_16205;;;;;;;
